,Q1,Q2,Q3,Q4,Q5,Q6,Q27,Q28,Q29,Q30,Q31,Q32,Q46,Q51,Q52,Q53,Q54,Q55,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q113,Q114,Q115,Q116,Q117,Q118,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q142,Q143,Q146,Q147,Q148,Q169,Q170,Q196,Q197,Q198,Q199,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Q238,Q239,Q253,Q254,Q255,Q256,Q257,Q258,Q259
pid_1420,1,1,1,2,1,1,1,2,4,4,4,1,2,4,3,4,4,4,1,2,2,2,3,2,1,2,3,3,2,2,2,3,4,3,3,2,2,2,2,2,2,1,2,2,3,2,3,2,2,1,4,4,4,3,4,4,4,4,2,1,2,2,3,4,2,4,4,1,2,4,3,4,3,2,2,3,3,3,1,4,2,4,1,4,2,2,1,1,2,3,2
pid_644,1,1,1,2,1,4,2,4,4,4,4,1,2,4,4,4,4,4,1,1,1,2,2,3,3,1,4,4,3,1,1,3,2,4,3,3,3,2,2,2,2,1,3,2,2,2,3,2,3,1,4,4,4,3,4,4,4,4,4,1,2,2,4,4,1,2,1,1,3,4,4,3,4,4,3,2,3,1,1,4,4,4,1,4,1,1,1,1,1,3,1
pid_1693,1,1,1,1,1,3,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,1,1,2,1,2,2,1,3,2,2,4,4,2,1,2,3,3,1,1,1,3,3,3,3,2,2,1,1,4,4,4,3,4,4,3,4,3,2,4,2,4,4,4,4,4,1,2,4,2,3,3,2,1,2,3,3,1,4,2,4,1,4,3,2,1,1,1,1,1
pid_1974,1,1,1,2,1,4,1,4,4,4,4,1,2,4,4,4,4,4,1,2,2,2,2,2,4,2,3,3,2,3,3,3,3,3,2,1,2,3,2,2,2,1,3,3,2,2,2,2,2,2,4,4,3,2,4,4,4,2,2,2,3,1,4,4,3,4,4,2,2,3,2,3,3,2,1,3,3,3,1,4,2,4,1,4,3,2,2,2,2,2,2
pid_1109,1,2,1,2,1,3,1,3,1,4,2,1,1,4,4,4,4,4,1,2,2,3,3,3,1,1,4,4,4,1,2,4,3,4,3,3,2,2,2,4,2,2,3,2,3,2,3,1,3,1,4,4,4,4,4,4,4,4,2,3,4,3,4,4,1,2,2,1,3,4,4,3,4,3,3,3,3,1,1,4,4,4,1,4,2,1,1,2,1,3,1
pid_190,1,2,1,1,1,3,2,3,2,2,2,4,1,4,4,4,4,4,1,4,4,4,4,4,2,1,4,4,4,1,2,4,4,4,4,3,3,2,2,2,4,4,3,3,3,3,4,2,4,1,4,4,4,4,4,4,4,4,3,2,2,2,4,2,1,1,1,1,4,4,4,4,4,3,2,2,4,1,1,2,1,4,1,4,3,1,2,4,1,4,3
pid_541,1,3,1,2,2,4,2,4,4,4,4,3,1,4,4,4,4,4,2,3,2,3,3,3,4,2,2,3,2,3,3,3,3,3,3,1,3,3,2,1,2,2,3,3,3,3,3,2,2,1,4,4,4,3,4,4,4,3,4,2,4,2,4,4,2,3,4,2,3,3,4,3,3,3,2,2,3,3,1,4,2,4,1,4,3,2,3,4,3,4,3
pid_2034,1,1,1,1,1,4,1,4,4,4,4,2,2,4,4,4,4,4,1,2,1,3,2,2,4,2,2,3,1,3,3,2,3,3,2,1,2,3,3,1,1,1,3,3,3,2,2,2,1,1,4,3,4,2,4,4,4,4,3,3,4,3,4,4,4,4,4,1,2,4,3,4,2,1,1,3,3,4,1,4,1,4,1,4,3,3,2,2,2,2,2
pid_1725,1,1,1,2,1,4,2,4,4,4,4,4,3,2,2,2,2,4,1,2,2,2,2,2,4,3,2,3,1,3,3,3,4,3,2,1,3,4,3,1,1,1,3,3,3,3,2,2,1,3,2,2,2,3,3,3,2,1,1,1,1,1,4,4,4,4,4,2,2,4,2,3,3,2,1,2,4,3,1,4,2,4,1,4,3,3,2,3,2,2,2
pid_1242,1,3,1,3,1,3,2,1,1,2,1,1,4,4,2,4,4,4,1,3,2,4,4,3,2,1,3,4,4,1,2,3,4,4,3,3,3,2,2,3,3,2,3,3,4,3,3,1,4,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,3,3,2,4,1,1,1,4,3,1,4,3,1,4,4,1,4,4
pid_295,1,2,1,1,1,4,4,4,4,4,4,4,4,2,1,2,2,4,3,3,4,3,3,3,4,2,2,4,1,4,3,3,4,4,2,2,3,4,4,1,2,2,3,3,3,4,2,3,1,4,1,2,2,2,2,1,2,1,1,1,1,1,4,4,4,4,4,1,4,2,1,2,4,4,1,1,4,4,1,4,1,4,1,4,4,3,4,4,4,4,4
pid_1596,1,2,2,2,1,4,2,4,4,4,4,4,3,4,2,4,4,4,1,3,2,3,1,2,4,2,1,3,1,3,3,2,3,4,2,1,2,3,2,3,1,1,3,3,3,2,2,1,1,3,4,4,3,2,4,4,3,1,1,1,1,1,4,4,4,4,4,2,1,4,1,4,2,2,1,1,3,4,1,4,1,4,1,4,3,2,4,4,2,2,3
pid_815,1,1,1,1,1,3,2,4,4,4,4,4,2,4,4,4,4,4,1,2,1,2,1,2,2,1,2,2,1,2,1,2,3,3,2,1,1,3,2,1,1,1,2,3,3,2,3,2,1,3,4,4,4,3,4,4,4,1,4,1,2,1,4,4,3,4,4,1,1,4,2,4,2,2,1,3,3,4,1,4,1,4,1,4,3,2,1,1,1,1,1
pid_1926,1,1,1,2,2,2,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,1,3,2,3,1,1,3,3,3,2,2,1,2,1,4,4,4,3,4,4,4,1,2,1,2,2,4,4,2,4,4,1,2,4,2,4,2,1,1,2,3,4,1,4,1,4,1,4,3,1,1,1,1,1,1
pid_658,1,1,2,2,1,4,2,4,4,4,4,2,1,4,4,4,4,4,1,2,1,3,2,3,4,2,3,3,2,2,2,2,3,3,2,1,2,3,2,3,1,2,3,3,3,3,2,2,2,1,4,4,4,3,4,4,4,4,3,2,2,2,4,4,2,4,4,2,2,4,2,3,3,3,1,3,3,3,1,4,2,4,1,4,3,2,1,2,2,3,3
pid_1968,1,1,1,1,1,4,1,4,4,4,4,4,4,4,2,3,4,4,1,2,1,2,1,1,4,4,2,4,1,4,4,3,4,4,2,1,3,4,3,1,1,1,3,3,3,3,2,2,1,3,2,3,2,1,2,1,2,1,1,1,1,1,4,4,4,4,4,1,2,3,1,2,3,2,1,1,4,4,1,4,1,4,1,4,4,3,1,3,4,2,1
pid_1115,1,1,1,3,1,3,1,4,4,4,4,4,4,2,2,2,4,4,1,2,1,1,2,2,2,1,3,3,3,1,2,3,3,4,3,3,3,2,3,4,1,1,3,3,3,3,3,2,3,3,2,3,4,4,3,2,3,1,1,1,1,1,3,3,1,1,2,3,3,4,4,3,3,3,2,2,3,3,1,2,3,4,1,4,3,1,1,2,1,3,2
pid_51,1,1,1,2,1,4,1,4,4,4,4,2,2,4,4,4,4,4,1,2,1,2,2,2,4,1,3,3,2,1,2,3,3,3,2,1,2,2,2,1,1,1,3,2,3,2,2,2,2,2,4,4,4,3,4,4,4,2,1,1,2,2,4,4,1,3,2,2,2,3,3,4,3,2,2,3,3,1,1,4,2,4,1,4,3,1,1,1,1,2,1
pid_371,1,1,1,2,1,2,1,3,4,4,4,2,1,4,4,4,4,4,1,1,1,2,2,3,1,1,4,4,4,1,2,3,2,4,3,3,3,1,1,3,2,1,3,2,3,2,3,1,3,1,4,4,4,4,4,4,4,4,4,2,2,3,3,4,1,1,2,1,4,4,4,3,4,2,3,4,2,2,1,4,4,4,1,4,3,1,1,1,1,4,1
pid_616,1,2,1,2,2,4,3,4,4,4,4,4,2,4,3,4,4,4,2,3,2,3,3,3,4,2,2,3,2,3,3,2,4,4,3,1,2,3,3,2,1,2,3,3,3,3,2,2,2,3,3,4,4,2,4,4,4,2,4,1,2,1,4,4,4,4,4,1,2,3,2,3,3,3,1,2,4,4,1,4,2,4,1,4,3,3,3,3,3,3,3
pid_1472,1,1,1,1,1,3,2,4,4,4,4,1,1,2,4,3,3,4,1,2,2,2,2,2,3,3,2,3,1,4,3,2,3,3,2,2,1,4,3,2,1,1,3,3,2,3,2,2,1,2,3,3,3,2,3,3,3,2,1,2,4,2,4,4,4,4,4,1,1,4,4,3,3,1,1,2,4,4,1,4,1,4,1,4,3,3,1,2,2,2,2
pid_1021,2,1,1,2,1,4,3,4,4,4,4,4,4,2,1,2,4,4,3,4,4,4,3,4,4,3,4,4,2,4,3,4,4,4,4,2,4,4,4,2,1,3,3,3,4,3,3,1,1,4,2,2,3,2,2,2,2,1,1,1,1,1,4,4,1,4,4,1,4,2,1,2,4,4,1,1,4,4,1,4,1,4,1,4,4,3,4,4,4,4,4
pid_245,1,1,1,2,1,1,1,4,4,4,4,1,2,3,2,3,3,4,1,2,1,3,3,3,1,1,4,4,3,2,2,4,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,1,3,3,2,4,4,4,4,2,2,1,1,1,1,1,3,4,1,1,1,2,3,4,4,4,3,3,1,2,3,2,1,2,3,4,1,4,2,1,1,1,1,2,2
pid_722,1,2,1,3,3,4,2,4,4,4,4,3,2,4,4,2,4,4,1,2,1,2,1,2,4,1,2,3,2,2,2,3,4,3,3,1,2,4,2,1,1,1,3,3,3,3,2,2,2,2,4,4,4,3,4,4,4,4,4,3,3,2,4,4,4,4,4,2,2,4,2,3,3,2,1,3,3,3,1,4,2,4,1,4,3,3,3,3,2,3,2
pid_1546,1,1,1,1,1,4,1,4,4,4,4,4,3,2,2,2,2,3,1,2,1,2,1,1,4,3,2,4,1,4,3,2,3,3,2,1,1,4,3,1,1,1,3,3,3,3,2,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,1,3,4,1,3,3,2,1,2,4,4,1,4,2,4,1,4,4,3,1,1,3,1,1
pid_1812,1,1,1,1,1,3,1,4,4,4,4,4,3,4,2,4,4,4,1,2,1,2,1,2,3,2,2,3,1,3,2,2,3,2,2,1,2,3,3,1,1,1,3,3,2,2,2,2,1,2,3,4,4,2,4,4,2,1,1,1,1,1,4,4,4,4,4,2,2,3,2,4,2,2,1,2,4,3,1,4,1,4,1,4,3,2,2,2,2,2,1
pid_591,1,1,2,2,1,4,1,4,4,4,4,2,1,4,4,4,4,4,1,1,1,1,1,1,4,1,2,3,2,1,2,2,3,3,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,4,3,4,3,4,4,2,2,4,2,1,4,3,4,3,2,2,3,3,2,1,4,2,4,1,4,2,1,1,1,1,3,1
pid_1292,1,1,1,2,1,1,1,4,4,4,4,3,2,4,2,4,4,4,1,2,1,2,1,2,1,2,2,3,1,3,3,2,4,3,2,1,2,3,3,2,1,1,3,3,3,2,2,2,1,3,3,4,2,2,3,3,2,2,1,1,2,1,4,4,4,4,4,1,3,4,2,4,3,3,1,2,4,3,1,4,3,4,1,4,3,2,1,1,2,2,1
pid_1508,1,1,1,3,1,3,3,4,4,4,3,3,1,4,3,4,4,4,1,2,1,2,2,3,3,1,3,3,3,2,2,3,4,4,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,1,4,4,4,3,4,4,4,4,3,3,4,4,4,4,1,4,4,2,2,4,3,3,3,2,2,3,3,2,1,4,1,4,1,4,2,2,2,2,1,4,1
pid_81,2,1,1,1,3,4,3,4,4,4,4,1,3,2,2,2,2,4,3,3,2,3,2,2,4,3,2,4,1,4,3,3,4,3,2,1,2,4,4,1,1,2,3,3,3,3,3,2,1,3,3,3,4,3,3,3,3,1,2,1,3,2,4,4,4,4,4,1,2,3,1,3,3,2,1,2,4,3,1,4,1,4,1,4,3,3,3,4,4,3,3
pid_1338,2,1,1,1,1,4,2,4,4,4,4,1,2,4,3,4,4,4,1,2,2,2,1,2,4,2,2,3,1,3,3,2,4,3,2,1,2,3,3,1,1,1,3,3,3,3,2,2,1,3,3,3,2,2,3,4,3,1,2,2,2,1,4,4,4,4,4,1,2,3,2,3,3,1,1,2,4,4,1,4,1,4,1,4,3,3,3,4,3,3,2
pid_921,1,1,1,3,1,3,1,2,4,4,4,2,3,2,2,2,2,4,1,2,2,2,2,2,2,1,3,2,2,3,2,3,4,4,2,2,2,3,3,1,1,1,3,3,3,3,2,3,1,3,2,3,3,2,2,2,2,1,1,1,1,1,3,4,1,2,4,2,3,4,2,4,3,2,1,2,3,4,1,2,1,4,1,4,3,1,1,2,1,1,1
pid_475,1,1,1,3,2,3,1,4,4,4,4,3,1,4,4,4,4,4,1,2,1,3,2,3,3,1,3,4,2,1,2,3,4,3,1,1,3,3,2,1,2,2,3,3,2,3,2,2,2,2,4,4,4,3,4,4,3,2,2,2,2,1,4,4,1,2,3,2,2,4,2,4,3,3,2,3,3,3,1,4,1,4,1,4,2,2,3,3,2,3,3
pid_1611,1,1,1,2,1,3,1,4,4,4,4,2,1,4,4,4,4,4,1,2,1,2,1,2,2,1,2,3,1,2,2,2,2,3,2,1,2,3,2,1,1,1,2,3,2,2,2,2,2,1,4,4,4,3,4,4,4,4,4,3,3,2,4,4,2,3,4,1,2,4,2,4,2,2,1,3,3,3,1,4,2,4,1,4,3,2,1,1,1,2,1
pid_1376,1,1,1,1,3,4,1,4,4,4,4,4,2,2,3,3,4,4,1,1,1,2,1,2,4,1,2,3,1,2,2,2,3,2,1,1,1,4,2,1,1,1,3,3,3,2,2,2,2,2,4,4,3,2,3,3,4,4,4,2,3,2,4,4,4,4,4,1,3,4,3,3,2,2,1,2,3,4,1,4,2,4,1,4,3,2,1,1,1,1,1
pid_688,1,1,1,1,1,4,1,2,1,4,2,1,4,4,2,4,4,4,1,2,2,4,3,3,4,1,4,4,4,1,2,4,2,4,3,3,4,2,1,4,2,2,3,2,3,3,3,2,3,3,4,3,4,3,2,3,4,1,1,1,1,1,4,4,1,1,1,1,3,4,1,2,4,4,3,2,4,1,1,1,4,3,1,4,2,1,1,2,1,1,3
pid_112,1,1,1,1,1,2,1,4,4,4,4,1,2,4,4,4,4,4,1,2,1,1,1,1,4,1,2,2,1,1,1,1,3,2,2,1,1,3,2,1,1,1,2,3,2,2,2,1,2,1,4,4,4,3,4,4,4,4,2,1,3,1,4,4,2,4,4,1,1,4,2,4,2,1,1,2,4,4,1,4,2,4,1,4,3,1,1,1,1,2,1
pid_744,1,2,1,2,1,3,1,2,1,2,2,3,1,4,4,4,4,4,1,2,1,2,3,3,2,1,4,4,4,1,2,4,2,3,3,3,2,2,1,4,3,1,2,2,2,2,3,1,3,1,4,4,4,4,4,4,4,2,2,2,2,2,3,3,1,1,1,2,3,4,1,3,4,3,3,4,2,1,1,2,4,4,1,4,2,1,1,1,1,3,3
pid_1520,1,1,1,3,1,1,1,3,2,4,4,2,1,4,4,4,4,4,1,1,1,2,2,2,1,1,3,3,2,2,2,3,4,3,2,3,2,2,2,3,2,1,3,3,2,2,2,2,2,1,4,4,4,3,4,4,4,4,4,3,4,3,3,4,1,2,4,1,2,4,3,4,3,2,2,3,3,2,1,3,2,4,1,4,2,1,1,1,1,2,1
pid_1047,1,1,1,2,1,2,1,4,2,4,4,1,1,4,4,4,4,4,1,2,1,2,2,3,1,1,4,3,3,1,1,3,2,3,2,2,2,1,1,3,1,1,2,2,2,2,3,1,3,1,4,4,4,3,4,4,4,4,4,2,3,3,3,2,1,1,1,1,3,4,4,4,4,2,3,4,2,2,1,2,4,4,1,4,2,1,1,1,1,2,1
pid_223,1,1,1,1,1,1,1,3,1,4,2,1,2,4,4,4,4,4,1,2,1,2,2,2,1,1,4,4,4,1,3,4,2,4,3,4,3,2,2,1,3,1,3,2,3,2,3,2,3,1,3,4,4,2,3,3,4,2,1,1,4,2,4,4,1,1,1,1,4,4,1,2,4,3,1,2,2,3,1,2,4,4,1,4,1,1,1,1,1,1,1
pid_1009,1,2,1,1,1,4,2,4,4,4,4,1,3,4,2,3,4,4,2,4,2,4,2,3,4,3,2,3,2,3,3,4,4,4,3,2,2,4,3,3,2,2,3,3,3,3,2,2,2,3,2,3,4,2,3,2,3,1,1,1,1,1,4,4,4,4,4,1,3,4,1,3,3,2,1,2,4,4,1,4,1,4,1,4,3,3,3,3,2,3,3
pid_1874,1,2,2,3,1,1,1,3,4,4,4,3,3,4,4,3,4,4,1,4,2,4,3,3,1,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3,2,2,3,3,3,3,3,2,3,3,3,4,4,3,4,4,2,1,1,2,3,2,1,2,2,2,4,2,2,4,2,2,4,3,2,3,3,3,1,4,1,4,1,2,3,2,3,2,2,4,3
pid_1793,2,2,3,3,1,3,3,4,4,4,4,4,1,4,4,2,2,4,2,4,4,4,4,4,4,1,4,2,4,2,2,4,4,4,4,2,3,3,2,4,3,4,3,3,3,3,3,2,3,2,3,4,4,3,4,3,4,2,1,4,4,4,4,4,1,1,1,3,3,4,1,2,3,3,2,3,3,3,1,2,1,4,1,4,2,1,3,3,3,3,4
pid_947,1,1,1,2,1,3,2,4,4,4,4,2,3,4,2,2,4,4,1,2,2,2,2,2,3,2,3,4,2,2,3,3,4,3,2,1,2,3,2,1,1,1,3,3,2,3,2,2,2,3,3,3,4,2,4,3,3,1,1,1,2,1,4,4,2,4,4,1,2,4,2,4,3,3,2,2,3,3,1,4,2,4,1,4,3,2,1,1,2,2,1
pid_3,1,2,1,2,3,2,1,4,4,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,3,1,3,3,2,1,2,3,3,3,2,1,2,2,2,3,2,2,3,3,3,2,2,2,2,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4,2,3,4,1,2,4,2,3,3,3,2,4,3,3,1,4,2,4,1,4,2,1,2,3,2,3,2
pid_1639,1,1,2,2,1,1,1,3,3,4,3,1,1,4,4,4,4,4,1,1,1,2,2,2,1,1,4,4,4,1,2,3,2,4,3,3,2,2,1,4,3,1,3,2,2,3,4,1,3,1,4,4,4,4,4,4,4,3,3,2,2,3,3,4,1,1,2,1,3,4,4,3,4,3,3,4,2,2,1,4,3,4,1,4,2,1,1,2,1,2,2
pid_1310,1,2,2,2,1,4,1,4,4,4,4,4,3,4,2,2,4,4,2,3,2,3,2,2,4,2,2,4,2,3,3,3,4,4,3,1,2,3,3,2,2,2,3,3,3,2,3,1,1,3,3,4,3,2,4,4,2,1,1,1,2,1,4,4,3,4,4,1,3,3,2,3,3,3,1,2,4,3,1,4,1,4,1,4,3,3,2,4,3,3,2
pid_909,1,1,1,3,1,4,1,4,4,4,4,3,3,4,3,4,4,4,2,3,2,3,3,3,3,2,3,3,2,2,2,4,4,4,3,3,4,3,2,4,2,1,3,3,3,3,3,2,3,3,4,4,4,3,4,4,3,1,1,1,1,1,4,4,1,2,4,3,2,4,4,3,3,3,2,2,3,3,1,4,2,4,1,4,3,2,1,2,2,3,2
pid_174,1,1,1,1,1,4,2,4,2,4,2,4,2,4,3,3,4,4,1,4,3,4,4,3,4,1,4,4,4,1,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,2,4,4,4,3,4,4,4,2,3,2,3,2,4,2,1,1,1,1,3,4,4,3,4,3,1,3,3,2,1,2,4,4,1,4,3,1,3,2,1,4,3
pid_1990,1,1,1,1,1,2,2,4,4,4,4,1,2,2,4,2,2,4,1,1,1,1,2,1,2,2,2,2,1,3,2,2,3,2,2,1,1,4,3,2,1,1,3,3,3,2,2,1,1,2,3,3,2,2,3,3,3,1,1,1,2,1,4,4,4,4,4,1,1,4,1,4,3,2,1,3,4,4,1,4,1,4,1,4,3,2,1,1,1,3,1
pid_413,1,1,1,2,3,4,2,4,4,4,4,1,1,4,4,4,4,4,1,1,1,1,1,2,4,2,2,3,1,2,2,2,3,2,1,2,2,3,3,3,1,1,2,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,1,4,3,4,4,4,2,4,4,2,2,4,3,4,2,1,1,4,3,3,1,4,1,4,1,4,2,2,1,1,1,1,1
pid_1677,1,1,1,1,1,1,1,1,1,4,2,1,4,4,4,4,4,4,1,2,1,2,3,3,1,1,4,4,4,1,1,4,3,3,4,3,4,2,2,1,3,1,3,2,2,2,4,1,4,1,4,4,4,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,4,4,1,3,4,4,3,3,4,1,1,2,4,4,1,3,4,1,1,1,1,2,1
pid_389,1,1,1,2,2,4,1,4,4,4,4,4,1,4,4,4,4,4,1,1,1,1,1,2,3,1,2,3,1,1,1,2,2,2,1,1,2,3,2,1,1,1,2,3,2,2,2,2,2,1,4,4,4,3,4,4,4,4,4,2,4,3,4,4,2,4,4,1,1,4,2,4,2,1,1,3,3,3,1,4,2,4,1,4,2,1,1,1,1,1,1
pid_1224,1,1,1,1,1,2,1,4,2,4,4,1,1,4,4,4,4,4,1,2,1,2,2,2,1,1,4,3,4,1,2,4,2,4,2,3,3,2,1,4,1,1,2,2,2,2,4,1,4,1,4,4,4,4,4,4,4,3,4,1,2,3,2,4,1,1,2,1,3,4,4,4,4,4,4,4,1,1,1,4,4,4,1,4,1,1,1,1,1,2,3
pid_527,1,2,1,2,4,4,3,4,4,4,4,4,1,4,4,4,4,4,1,2,2,3,2,2,4,1,3,4,3,2,2,4,4,3,3,2,2,3,2,3,2,2,3,3,3,2,3,1,2,1,4,4,4,3,4,4,4,4,3,2,2,2,4,4,4,4,4,1,2,4,4,4,3,3,2,3,3,2,1,4,2,4,1,4,2,3,3,3,3,4,3
pid_1743,2,1,2,3,1,4,2,4,4,4,4,3,1,4,4,4,4,4,1,3,2,4,3,3,4,2,3,3,2,3,2,3,4,4,3,1,2,3,3,2,2,2,3,3,3,2,3,1,2,2,4,3,4,3,3,4,3,4,2,2,3,3,4,4,2,4,4,2,2,4,2,3,4,2,2,4,3,2,1,4,1,4,1,4,2,3,3,4,2,3,1
pid_2052,1,1,1,1,1,4,1,4,4,4,4,1,1,4,4,4,4,4,1,1,1,2,1,1,4,2,2,3,1,3,4,2,3,4,1,1,1,3,3,1,1,1,3,3,3,2,2,2,1,1,4,4,4,2,4,4,4,4,1,1,4,1,4,4,4,4,4,1,1,4,1,4,2,1,1,2,4,4,1,4,2,4,1,4,4,2,1,1,1,1,1
pid_794,1,1,1,1,2,3,1,4,4,4,4,1,3,4,3,4,4,4,1,1,1,1,1,1,3,2,2,3,1,3,3,2,3,3,2,1,1,4,3,1,1,1,3,3,2,2,2,2,1,2,4,4,2,2,4,3,2,1,1,1,1,1,4,4,4,4,4,1,1,2,1,3,2,1,1,1,3,4,1,4,1,4,1,4,4,2,1,1,2,2,1
pid_873,1,1,3,2,1,3,2,2,1,4,2,4,3,4,2,2,1,4,1,3,2,3,3,3,2,1,4,4,4,1,2,4,2,4,4,4,4,2,2,4,3,2,3,2,3,3,3,2,3,3,2,3,4,3,2,3,2,1,1,1,2,1,2,2,1,1,1,2,4,4,1,2,4,4,1,2,3,2,1,1,4,4,1,4,2,1,2,2,1,4,3
pid_1097,1,1,1,2,1,1,1,4,4,4,4,1,2,2,3,2,2,4,1,2,1,2,2,2,2,1,3,3,1,2,2,3,3,3,2,1,2,3,3,3,1,1,2,3,2,2,2,2,2,2,4,3,4,3,3,4,4,1,1,2,2,2,4,4,2,4,4,2,3,3,2,3,3,2,2,3,3,3,1,4,2,4,1,4,3,2,1,1,1,2,1
pid_569,1,1,1,1,1,1,1,2,2,4,4,1,1,4,4,4,4,4,1,1,1,2,2,2,1,1,4,4,3,1,1,3,1,2,2,2,2,2,1,2,1,1,2,3,2,2,3,1,3,1,4,4,4,4,3,4,4,3,4,2,3,2,3,3,1,1,2,1,3,4,1,4,4,2,3,3,3,2,1,2,3,4,1,4,2,1,1,1,1,2,2
pid_79,1,2,1,1,3,4,1,4,4,4,4,1,2,4,4,4,4,4,1,2,2,2,2,2,3,1,2,3,2,1,2,2,3,3,2,1,2,3,2,2,2,1,3,3,2,2,2,2,2,1,4,4,4,3,4,4,4,4,4,1,3,2,4,4,2,3,4,1,2,3,3,3,3,2,2,3,3,2,1,4,1,4,1,4,2,1,1,1,2,2,1
pid_1940,1,1,1,2,1,1,1,3,4,4,4,2,1,4,4,4,4,4,1,1,1,1,2,2,1,1,4,3,3,1,2,4,2,3,3,3,3,2,1,4,2,1,3,2,2,2,3,1,3,1,4,4,4,4,4,4,4,3,4,2,4,2,3,3,1,1,2,1,4,4,1,4,4,3,2,4,1,2,1,4,4,4,1,4,2,1,1,1,1,2,1
pid_359,1,1,1,2,1,1,2,4,3,4,4,4,3,3,3,2,2,4,1,2,1,1,2,2,1,1,3,3,3,1,2,4,3,4,3,2,2,3,3,1,2,1,3,3,2,3,3,1,3,1,4,4,4,4,4,4,4,2,1,2,3,3,3,3,2,4,4,1,3,4,3,3,3,3,2,3,3,2,1,4,2,4,1,4,2,1,1,2,1,2,1
pid_670,1,1,1,1,1,4,2,4,4,4,4,3,1,4,4,4,4,4,1,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,1,2,3,3,1,1,1,3,3,3,3,2,1,1,1,4,4,4,3,4,4,4,3,4,2,2,2,4,4,2,4,4,1,1,4,2,3,2,1,1,2,3,3,1,4,1,4,1,4,3,2,2,2,2,2,2
pid_1414,1,1,2,1,1,1,1,4,2,4,4,3,1,4,4,4,4,4,1,2,2,2,2,2,1,1,4,4,4,1,2,3,2,4,2,1,3,1,1,3,2,1,2,2,3,2,3,2,3,1,4,4,4,3,4,4,4,1,4,2,2,2,3,2,1,2,2,1,3,4,4,4,4,3,3,3,2,2,1,4,4,4,1,4,2,1,1,1,1,2,3
pid_997,1,1,2,1,1,4,1,4,4,4,4,4,4,4,1,2,4,4,1,2,1,2,2,2,4,2,3,4,2,2,2,3,4,3,2,1,2,3,3,1,1,1,3,3,3,2,2,3,1,4,2,3,4,2,2,3,1,1,1,1,1,1,4,4,1,4,4,1,3,3,2,3,3,3,1,2,3,3,1,4,1,4,1,4,3,2,1,2,1,2,2
pid_37,2,2,1,1,3,4,4,4,4,4,4,1,4,4,2,2,2,4,1,2,1,2,1,2,4,3,2,4,1,4,4,4,4,4,2,1,4,4,4,1,1,1,3,3,3,3,3,1,1,3,3,4,4,1,4,4,4,1,4,1,3,1,4,4,4,4,4,1,3,2,1,3,4,2,1,2,4,4,1,4,1,4,1,4,4,4,4,4,4,2,4
pid_1173,1,1,1,1,1,3,1,4,4,4,4,4,3,3,3,2,4,4,1,2,1,4,1,3,2,2,2,3,1,3,3,2,3,3,2,1,2,3,3,2,1,1,3,3,3,3,2,2,2,3,3,3,4,2,3,3,4,1,1,1,2,1,4,4,2,4,4,1,2,3,1,3,2,2,1,2,3,3,1,4,2,4,1,4,3,2,2,1,2,2,1
pid_317,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,1,2,1,2,1,1,1,2,2,2,1,3,1,2,2,2,2,1,1,3,2,1,1,1,3,3,3,2,2,2,2,1,4,4,4,3,4,4,4,4,4,1,4,2,4,4,4,4,4,1,1,4,2,4,2,2,1,2,3,4,1,4,2,4,1,4,3,1,1,1,1,1,1
pid_274,1,1,1,1,1,1,1,4,2,4,4,4,1,4,4,4,4,4,1,2,1,2,3,2,1,1,4,4,4,1,1,3,2,3,2,3,1,1,1,2,2,1,3,2,2,3,3,2,4,1,4,4,4,4,4,4,4,4,4,3,3,4,1,2,1,1,1,1,4,4,4,2,4,4,4,3,1,1,1,4,4,4,1,4,1,1,1,1,1,2,1
